id,br_arcade
ussr_2s38,10.7
ussr_2s3m,6.0
ussr_9a33bm3,10.3
ussr_9a35_m2,11.0
ussr_9p149,8.7
ussr_9p157,9.3
ussr_asu_57,3.7
ussr_asu_85,6.3
ussr_a_12_mk_2_matilda_2a_f96,3.7
ussr_ba_11,1.3
ussr_bmd_4,9.3
ussr_bmd_4m,9.3
ussr_bmd_4m2,9.3
ussr_bmpt,11.7
ussr_bmpt_72,11.7
ussr_bmp_1,8.0
ussr_bmp_2,8.7
ussr_bmp_2m,10.3
ussr_bmp_3,9.0
ussr_bm_13n,2.7
ussr_bm_31_12,4.0
ussr_bm_8_24,1.3
ussr_btr_152a,2.7
ussr_btr_152d,4.0
ussr_btr_80a,7.3
ussr_btr_82at,9.0
ussr_btr_zd,6.0
ussr_bt_5,1.0
ussr_bt_7a_f32,3.7
ussr_bt_7_1937,1.3
ussr_bt_7_1937_td,1.3
ussr_bt_7_m,2.0
ussr_buk_m3_fcs,12.7
ussr_garford_putilov,1.0
ussr_gaz_4m,1.0
ussr_gaz_dshk,1.0
ussr_gaz_mm_72k,2.3
ussr_isu_122,5.3
ussr_isu_122s,5.7
ussr_isu_152,4.7
ussr_is_1,5.7
ussr_is_1_kit_3rank,5.7
ussr_is_2m_kit_4rank,6.3
ussr_is_2_1943,6.0
ussr_is_2_1944,6.3
ussr_is_2_1944_321,6.3
ussr_is_2_1944_revenge,6.3
ussr_is_3,7.3
ussr_is_4m,7.7
ussr_is_6,7.7
ussr_is_7,8.3
ussr_it_1,8.7
ussr_kv_122,5.7
ussr_kv_1e,4.3
ussr_kv_1s,4.3
ussr_kv_1_l_11,3.7
ussr_kv_1_zis_5,4.7
ussr_kv_220,6.3
ussr_kv_2_1939,3.7
ussr_kv_2_1940,3.7
ussr_kv_2_zis_6,5.0
ussr_kv_7_u13,4.3
ussr_kv_8,3.7
ussr_kv_85,5.0
ussr_m3c,2.7
ussr_m4a2_76w_sherman,5.3
ussr_m53_59,6.3
ussr_m53_59_kit_4rank,6.3
ussr_object_120,8.0
ussr_object_140,8.7
ussr_object_248,6.3
ussr_object_268,7.3
ussr_object_279,9.0
ussr_object_292,10.7
ussr_object_416,6.7
ussr_object_435,8.7
ussr_object_685,8.7
ussr_object_775,9.3
ussr_object_906,8.0
ussr_pantsyr_s1,12.0
ussr_pantsyr_sm_sv,12.7
ussr_pt_76b,5.0
ussr_pt_76_57,7.7
ussr_pzkpfw_iii_ausf_j_l42,2.3
ussr_pzkpfw_v,6.0
ussr_rbt_5,1.3
ussr_sdkfz_251_21_kit_3rank,4.0
ussr_smk,3.7
ussr_su_100p,6.3
ussr_su_100y,5.0
ussr_su_100_1945,6.0
ussr_su_122,3.0
ussr_su_122p,5.7
ussr_su_122_54,7.0
ussr_su_152,4.3
ussr_su_57,2.3
ussr_su_57b,2.7
ussr_su_5_1,1.0
ussr_su_76d,2.3
ussr_su_76m_1943,2.0
ussr_su_76m_5st_kav_corps,2.0
ussr_su_85a,4.0
ussr_su_85m,5.0
ussr_su_85_1943,4.3
ussr_tor_m1,11.3
ussr_to_55,8.0
ussr_type_62,6.7
ussr_type_65_aa,5.7
ussr_t_10a,7.7
ussr_t_10m,8.0
ussr_t_126sp,3.0
ussr_t_26e,1.3
ussr_t_26_1940,1.0
ussr_t_26_1940_1st_gvtbr,1.0
ussr_t_26_4,1.0
ussr_t_28,2.0
ussr_t_28e,2.7
ussr_t_28_1938,1.7
ussr_t_34e,4.3
ussr_t_34e_stz,4.3
ussr_t_34_100,6.3
ussr_t_34_1940_l_11,3.7
ussr_t_34_1941,4.0
ussr_t_34_1941_57,4.7
ussr_t_34_1941_cast_turret,4.0
ussr_t_34_1941_l_11,3.7
ussr_t_34_1942,4.0
ussr_t_34_57_1943,4.7
ussr_t_34_85e,5.7
ussr_t_34_85_d_5t,5.3
ussr_t_34_85_stp_s53,6.3
ussr_t_34_85_zis_53,5.7
ussr_t_34_85_zis_53_kit_3rank,5.7
ussr_t_34_85_zis_53_v80,5.7
ussr_t_35,1.3
ussr_t_44,6.7
ussr_t_44_100,7.0
ussr_t_44_122,6.3
ussr_t_44_kit_4rank,6.7
ussr_t_44_po,6.3
ussr_t_50,2.7
ussr_t_54_1947,7.7
ussr_t_54_1949,8.0
ussr_t_54_1951,8.0
ussr_t_55a,8.3
ussr_t_55_am,9.0
ussr_t_55_amd_1,9.0
ussr_t_60_1941,1.0
ussr_t_62,8.7
ussr_t_62m1,9.0
ussr_t_64a_1971,9.3
ussr_t_64_b_1984,10.3
ussr_t_70_1942,2.0
ussr_t_72a,9.3
ussr_t_72av_turms,10.3
ussr_t_72b,10.3
ussr_t_72b3_2011,11.7
ussr_t_72b3_arena,11.0
ussr_t_72b3_arena_m,12.0
ussr_t_72b_1989,10.3
ussr_t_72m2_moderna,10.7
ussr_t_80,2.3
ussr_t_80b,10.7
ussr_t_80bvm,12.7
ussr_t_80u,11.7
ussr_t_80ud,10.7
ussr_t_80ue1,12.0
ussr_t_80ue1_sm,12.0
ussr_t_80uk,11.7
ussr_t_80um2,11.7
ussr_t_80u_yt_cup_2019,11.7
ussr_t_90a,11.0
ussr_t_90m_2020,12.7
ussr_t_90m_arena_m,12.7
ussr_valentine_mk_9,3.0
ussr_zis_12_94km_1945,3.7
ussr_zis_30,2.3
ussr_zis_43,3.7
ussr_zprk_2s6,10.7
ussr_zsu_23_4,8.0
ussr_zsu_23_4m2,7.3
ussr_zsu_23_4m4,9.3
ussr_zsu_29k,3.3
ussr_zsu_37,3.7
ussr_zsu_37_2,8.0
ussr_zsu_57_2,7.0
ussr_zut_37,2.3
us_adats_bradley,11.7
us_ags_teledyne,12.0
us_ccvl,9.7
us_efv_p1,9.0
us_halftrack_m13,1.3
us_halftrack_m15,1.7
us_halftrack_m16,2.7
us_halftrack_m3_75mm_gmc,1.7
us_hstv_l,12.0
us_lav_ad,9.7
us_losat_ccv,10.0
us_lvt_4_zis_2,2.3
us_lvt_a1_m24,2.7
us_lvt_a_1,1.0
us_lvt_a_1_trb,1.0
us_lvt_a_4,1.3
us_m10,3.7
us_m103,7.7
us_m109a1,6.0
us_m10_booker_late,10.7
us_m1128_mgs,9.7
us_m1128_wolfpack,9.7
us_m1296_dragoon,9.3
us_m163_vulcan,7.7
us_m18_hellcat,5.3
us_m18_hellcat_black_cat,5.3
us_m18_hellcat_kit_3rank,5.3
us_m18_super_hellcat,6.7
us_m19,4.3
us_m1a1_abrams,11.7
us_m1a1_abrams_yt_cup_2019,11.7
us_m1a1_aim_abrams,12.0
us_m1a1_hc_abrams,12.0
us_m1a1_hc_usmc,12.0
us_m1a1_hc_usmc_sm,12.0
us_m1a2_abrams,12.0
us_m1a2_sep2_abrams,12.7
us_m1a2_sep2_abrams_trophy,12.7
us_m1a2_sep3_abrams,12.7
us_m1a2_sep_abrams,12.7
us_m1_abrams,10.7
us_m1_abrams_kvt,10.7
us_m1_ip_abrams,11.3
us_m22_locust,1.7
us_m247,9.3
us_m24_chaffee,3.7
us_m24_chaffee_tl,3.7
us_m26e1_pershing,6.7
us_m26_pershing,6.7
us_m26_t99,6.7
us_m2a2,1.0
us_m2a4,1.0
us_m2a4_1st_armor_div,1.0
us_m2_medium,1.3
us_m36,5.3
us_m36b2,5.7
us_m3a1_stuart,2.0
us_m3a1_stuart_usmc,2.0
us_m3a3_bradley,9.7
us_m3_bradley,8.3
us_m3_lee,2.7
us_m3_stuart,1.7
us_m41_walker_bulldog,6.0
us_m42_duster,4.3
us_m44,3.7
us_m46_patton,7.0
us_m46_patton_73_armor_bat,7.0
us_m47_patton_ii,7.3
us_m48a1_patton_iii,7.7
us_m4a1_1942_sherman,3.7
us_m4a1_76w_sherman,5.0
us_m4a2_1944_germ,4.0
us_m4a2_76w_sherman,5.3
us_m4a2_sherman,4.0
us_m4a3e2_76w_sherman_jumbo,6.3
us_m4a3e2_sherman_jumbo,5.7
us_m4a3e2_sherman_jumbo_cobra_king,5.7
us_m4a3e8_76w_sherman,5.3
us_m4a3e8_76w_sherman_kit_3rank,5.3
us_m4a3_105_sherman,3.3
us_m4a5_ram_2,3.7
us_m5a1_stuart,2.7
us_m551,8.0
us_m4_sherman,3.7
us_m4_t26,6.0
us_t25,6.3
us_m60,8.0
us_m60a1,8.3
us_m60a1_rise_passive_era,8.7
us_m60a3_tts,9.0
us_m60_120s,10.3
us_m6a1,5.0
us_t1e1,5.3
us_mbt_70,9.3
us_mim_72_chaparral,9.0
us_m8_scott,1.3
us_m56_scorpion,6.0
us_m50_ontos,6.7
us_m60a2,8.0
us_m5a1_stuart_canadian_5st_arm,2.7
us_mk1_grant,2.7
us_m4_sherman_promo,3.7
us_m4_sherman_calliope,4.3
us_t14,4.7
us_t20,6.3
us_m728,8.0
us_m901_itv,8.3
us_m8_greyhound,1.0
us_m5a1_stuart_td,2.7
us_m8a1,3.0
us_t18_e2,3.3
us_m551_76,6.7
us_m6a2e1,6.7
us_t114,7.3
us_magach_3,8.0
us_merkava_mk_1,9.3
us_merkava_mk_2b_late,9.7
us_m60a3_slep,10.0
us_merkava_mk_3d,11.3
us_t1e1_90,5.7
us_skink_aa,5.7
us_rdf_lt,12.0
us_sl_amraam_fcs,12.3
us_skink_aa_kit_3rank,5.7
us_stingray,9.3
us_m55,3.7
us_nasams_fcs,12.7
us_m60a1_rise_mod,8.7
us_m7,3.7
us_t26e4_superpershing,6.7
us_t26e5,7.0
us_t28,6.7
us_t29,7.0
us_t30,6.7
us_t32,7.3
us_t32e1,7.7
us_t34,7.0
us_t54e1,8.0
us_t54e2,7.7
us_t55e1,4.3
us_t58,8.7
us_t77e1,4.0
us_t86,5.3
us_t92,6.7
us_t95,7.3
us_t95e1,8.3
us_xm1_chrysler,9.3
us_xm1_gm,9.3
us_xm246,8.7
us_xm_8,9.3
us_xm_800t,8.3
us_xm_803,9.0
us_xm_975_roland,10.0
