id,br_arcade
sm_79_1942,2.7
sm_79_1943,2.3
sm_79_1943_italy,2.3
sm_79_iar,2.3
sm_79_iar_italy,2.3
sm_91,3.7
sm_92,4.0
so_4050_vautour_2a,9.7
so_4050_vautour_2a_iaf,9.7
so_4050_vautour_2a_israel_iaf,9.7
so_4050_vautour_2b,9.7
so_4050_vautour_2n,9.7
so_4050_vautour_2n_iaf,9.7
so_4050_vautour_2n_late,8.7
so_8000_narval,5.7
spitfiremkii,3.7
spitfiremkiia,3.0
spitfiremkiia_ep,3.0
spitfire_f22,5.7
spitfire_f24,6.3
spitfire_fr_mk14e,5.3
spitfire_fr_mk14e_belgium,5.3
spitfire_ix,5.7
spitfire_ix_early,4.3
spitfire_ix_plagis,5.7
spitfire_ix_usa,5.7
spitfire_ix_ussr,5.7
spitfire_lf_mk9c_cw_greece,5.3
spitfire_lf_mk9e_iaf,5.3
spitfire_lf_mk9e_weisman,5.7
spitfire_mk1,2.7
spitfire_mk14c,4.7
spitfire_mk14e,5.0
spitfire_mk18e,5.0
spitfire_mk5b,3.7
spitfire_mk5b_float,3.3
spitfire_mk5b_italy,3.7
spitfire_mk5b_notrop,4.0
spitfire_mk5c,5.3
spitfire_mk5c_notrop,5.7
spitfire_mk9c_4cannons,5.0
spitfire_mk9c_iaf,4.3
spitfire_xvi,4.7
stirling_mk1,4.0
stirling_mk3,4.3
strikemaster_mk88,6.0
su-11,8.0
su-2_m82,2.3
su-2_mv5,1.7
su-2_tss1,2.0
su-6_am42,4.7
su-6_m71,4.3
su-7b,9.3
su-7bkl,9.7
su-7bmk,9.7
su-8,4.7
su-9,7.3
sunderland_mk3a,2.0
sunderland_mk5,2.3
super_etendard_97,10.3
su_17m2,11.0
su_17m4,11.3
su_22m3,11.3
su_22m3_hungary,11.3
su_22m4,11.3
su_22m4_de_wtd61,11.3
su_22um3k,11.3
su_24m,11.7
su_25,10.7
su_25k,10.7
su_25sm3,12.3
su_25t,11.7
su_25tm,11.7
su_25_558arz,11.3
su_27,13.3
su_27sm,13.7
su_30mk2v_venezuela,13.3
su_30mkk,13.3
su_30mkm,14.3
su_30sm,14.3
su_30sm2,14.7
su_33,13.3
su_34,13.7
su_6_single,4.0
swift_f1,8.3
swift_f7,8.7
swordfish_mk1,1.0
swordfish_mk2,1.0
s_199,3.7
s_81_ar125,1.3
t2,10.3
t2_early,10.3
ta-152c,6.3
ta-152h-1,6.3
tandem_mai,2.0
ta_154a_1,4.3
tbd-1_1938,1.0
tbf-1c,1.7
tb_3_m17_32,1.3
tempest_mk2,6.3
tempest_mkv,6.0
tempest_mkv_luftwaffe,6.0
tempest_mkv_vikkers,3.0
thunderbolt_mk1,3.7
tis_ma,3.7
tornado_adv,12.0
tornado_f3,12.0
tornado_f3_late,13.3
tornado_gr1,11.7
tornado_gr4,12.7
tornado_ids_de_assta1,11.7
tornado_ids_de_assta3_sle,12.0
tornado_ids_de_mfg,11.0
tornado_ids_de_wtd61,11.0
tornado_ids_it,11.0
tornado_ids_it_mod95,11.7
tornado_ids_it_ret8,11.7
tu-1,5.7
tu-2,5.7
tu-2_early,4.3
tu-2_postwar,6.0
tu-2_postwar_china,6.0
tu-2_postwar_late,6.0
tu-2_postwar_late_hungary,6.0
tu_14t,8.0
tu_4,8.0
tu_4_china,8.0
tu_95m,8.3
typhoon_mk1a,2.7
typhoon_mk1b,3.7
typhoon_mk1b_late,4.7
vampire_fb5,7.7
vampire_fb52a_italy,7.7
vampire_fb52_finland,7.7
vampire_fb5_j28b,7.7
vb_10c1,3.7
vb_10_02,4.3
venom_fb4,8.7
vg_33,3.0
vl_myrsky_2_late,2.7
v_11g,1.3
v_12d,2.0
v_156_b1,1.3
v_156_f,1.3
washington_b1,6.7
welkin_fmk1,4.7
wellington_mk10,3.3
wellington_mk1c,2.0
wellington_mk1c_late,2.7
wellington_mk1c_luftwaffe,2.0
wellington_mk3,3.0
whirlwind_mk1,4.3
whirlwind_p9,4.3
wirraway,1.3
wm_21,1.0
wm_23,2.7
wyvern_s4,4.3
xa_38,3.3
xf5f,3.0
xf5u_1,5.3
xp-50,4.0
xp-55,3.7
yak-15,7.0
yak-15_early,6.0
yak-17,6.7
yak-1b,3.3
yak-1b_luftwaffe,3.3
yak-1_early,2.7
yak-23,8.7
yak-28b,10.3
yak-3,4.7
yak-30d,8.7
yak-38,9.3
yak-38m,9.3
yak-3p,5.3
yak-3t,5.3
yak-3u,5.7
yak-3_eremin,4.7
yak-3_france,4.7
yak-3_vk107,5.7
yak-4,2.0
yak-7b,3.3
yak-9,3.3
yak-9b,3.3
yak-9k,3.7
yak-9m,3.7
yak-9p,5.3
yak-9p_hungary,5.3
yak-9t,3.7
yak-9t_france,3.7
yak-9u,5.0
yak-9ut,6.0
yak_130_early,9.3
yak_141,12.7
yak_1_litvyak,2.7
yak_2_kabb,2.7
yp-38,2.3
z_1007_bis_serie3,3.3
z_1007_bis_serie5,3.3
